資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
28544,自美國進口－按主要貨品分,財政部統計處,data.gov.tw/node/28544,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他
",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i9202&cycle=41&outmode=2&compmode=00&outkind=12&fld5=1&codlst0=11100011010101000111111101001000001101&utf=1,CSV,UTF-8
28554,自日本進口－按主要貨品分,財政部統計處,data.gov.tw/node/28554,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他
",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i9202&cycle=41&outmode=2&compmode=00&outkind=12&fld3=1&codlst0=11100011010101000111111101001000001101&utf=1,CSV,UTF-8
28555,自韓國進口－按主要貨品分,財政部統計處,data.gov.tw/node/28555,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他
",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i9202&cycle=41&outmode=2&compmode=00&outkind=12&fld4=1&codlst0=11100011010101000111111101001000001101&utf=1,CSV,UTF-8
28557,自東協進口－按主要貨品分,財政部統計處,data.gov.tw/node/28557,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他
","http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i9202&cycle=41&outmode=2&compmode=00&outkind=12&fldspc=7,10,&codlst0=11100011010101000111111101001000001101&utf=1",CSV,UTF-8
28558,自德國進口－按主要貨品分,財政部統計處,data.gov.tw/node/28558,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他
",http://web02.mof.gov.tw/njswww/JspProxy.aspx?sys=220&ym=9000&kind=21&type=4&funid=i9202&cycle=41&outmode=2&compmode=00&outkind=12&fld19=1&codlst0=11100011010101000111111101001000001101&utf=1,CSV,UTF-8
28573,進出口貿易值_按國際商品統一分類制度(HS)及主要國別分,財政部統計處,data.gov.tw/node/28573,"活動物；動物產品,植物產品,動植物油脂,調製食品；飲料及菸酒,礦產品,化學品,塑膠、橡膠及其製品,毛皮及其製品,木及木製品,紙漿；紙及其製品；印刷品,紡織品,鞋、帽及其他飾品,非金屬礦物製品,珠寶及貴金屬製品,基本金屬及其製品,機械及電機設備,運輸工具,光學及精密儀器；鐘錶；樂器,其他",http://www.mof.gov.tw/Eng/Pages/public/data/statistic/trade/HSxcountry.xls,XLSX,UTF-8
28601,發票中獎、兌領獎分析-電子發票中領獎-資料集 ,財政部財政資訊中心,data.gov.tw/node/28601,每期之電子發票中獎獎別名稱、發票歸屬期別、領獎張數、領獎金額。,https://sip.einvoice.nat.gov.tw/ods-main/ODS308E/download/CDF0EF68-72D2-4AF2-BAA1-15E8BE7311DD/2/EFD06EF6-8830-4BF3-AD1F-7E3D424C178E/2/?fileType=csv,CSV,UTF-8
28602,發票中獎、兌領獎分析-傳統紙本發票中領獎-資料集,財政部財政資訊中心,data.gov.tw/node/28602,每期之電子發票中獎獎別名稱、發票歸屬期別、領獎張數、領獎金額。,https://sip.einvoice.nat.gov.tw/ods-main/ODS308E/download/CDF0EF68-72D2-4AF2-BAA1-15E8BE7311DD/2/3D9D0725-0D2D-4111-B914-8576B8B3FB4E/2/?fileType=csv,CSV,UTF-8
28605,臺灣銀行股份有限公司104年度決算,臺灣銀行股份有限公司,data.gov.tw/node/28605,臺灣銀行股份有限公司104年度決算,http://www.bot.com.tw/Govinfo/Documents/Bot_temp_104.zip,XML,UTF-8
28672,財政部高雄國稅局證券商家數統計表,財政部高雄國稅局,data.gov.tw/node/28672,縣市別、家數、資料年月。,http://www.ntbk.gov.tw/etwmain/download?sid=15379488e0a00000cf29eba7f06524f7,CSV,UTF-8
28692,財政部高雄國稅局貨物稅申報家數及稅額級鉅件數統計表,財政部高雄國稅局,data.gov.tw/node/28692,貨物稅稅額級距、申報家數、申報總稅額,http://www.ntbk.gov.tw/etwmain/download?sid=15373e6e95300000db1c71acc80e963c,ODT,UTF-8
28742,財政雙語辭典,財政部,data.gov.tw/node/28742,財政相關用語中英對照,http://www.mof.gov.tw/File/Attach/1019/File_6563.pdf,PDF,UTF-8
28797,財政資訊中心暨各地區國稅局資訊安全政策,財政部北區國稅局,data.gov.tw/node/28797,"1.考量相關法律規章及營運要求，進行資產風險評估，確認資訊作業安全需求，建立標準作業程序，並採取適當資訊安全控制措施，以確保資產安全。
2.推行資訊安全工作，建立資訊安全組織並訂定其分工權責。
3.以人員角色及職能為基礎，建立評估或考核制度，並視實際需要辦理資訊安全教育訓練及宣導活動。
4.資產存取權限之賦予，依據業務需求並考量最小權限、權責區隔及獨立性審查。
5.建立資訊安全事故管理程序，以確保事故妥善回應、控制與處理。
6.訂定營運持續計畫並定期演練，以確保資訊作業持續運作。
7.依據『個人資料保護法』與智慧財產權等相關法令規定，審慎處理
及保護個人資料與智慧財產權。
8.定期執行資訊安全稽核作業，檢視資訊安全管理制度之落實度。

",http://www.ntbna.gov.tw/etwmain/download?sid=1531675609d00000654c83b1c53e30e2,ODT,UTF-8
28810,財政部高雄國稅局稅籍登記申請收件統計表,財政部高雄國稅局,data.gov.tw/node/28810,申請項目(設立、變更、停業、復業、註銷)及件數,http://www.ntbk.gov.tw/etwmain/download?sid=153749293ec000003e1bbba074ecb414,ODT,UTF-8
28811,財政部高雄國稅局各分局、稽徵所電子發票服務窗口一覽表,財政部高雄國稅局,data.gov.tw/node/28811,單位、聯絡電話、分機、服務人員,http://www.ntbk.gov.tw/etwmain/download?sid=153838fd98e00000ff06354bafb385b7,ODT,UTF-8
28924,財政部北區國稅局提升服務品質執行計畫,財政部北區國稅局,data.gov.tw/node/28924,財政部北區國稅局104?度提升服務品質執?計畫,http://www.ntbna.gov.tw/etwmain/download?sid=14b5cee177300000bd0121da00eed203,ODT,UTF-8
28925,財政部北區國稅局人民陳情案件檢討分析報告,財政部北區國稅局,data.gov.tw/node/28925,財政部北區國稅局人民陳情案件檢討分析報告,http://www.ntbna.gov.tw/etwmain/download?sid=153c0fe00bd00000fca51e2d5195b55c,ODT,UTF-8
28927,財政部北區國稅局保有個人資料檔案公開項目彙整表,財政部北區國稅局,data.gov.tw/node/28927,"個人資料檔案名稱、保有依據、個人資料類別、保有單位、特定目的
及聯絡方式
",http://www.ntbna.gov.tw/etwmain/download?sid=153a1f939a70000032d8663ebb003f6f,ODT,UTF-8
28928,財政部北區國稅局局長、分局長及稽徵所主任與民有約實施要點,財政部北區國稅局,data.gov.tw/node/28928,財政部北區國稅局局長、分局長及稽徵所主任與民有約實施要點,http://www.ntbna.gov.tw/etwmain/download?sid=153cf98a15500000f16317db6edf4b76,ODT,UTF-8
28929,財政部北區國稅局復查決定書案例,財政部北區國稅局,data.gov.tw/node/28929,復查決定書之主文、事實及理由。,http://www.ntbna.gov.tw/etwmain/download?sid=153c120e59200000a925b16a8b71bb44,ODT,UTF-8
28930,財政部北區國稅局所轄全國證券商家數統計表,財政部北區國稅局,data.gov.tw/node/28930,"1.上揭資料集係由各國稅局提供其轄內縣市證券商設立情形，供參考者瞭解各縣市區域證券商分佈情形。
2.該資料集將委由各國稅局稅務資訊科自行產出其所屬國稅局轄內縣市證券商家數，再以ODS及CSV之檔案格式公開，並每季更新上架。
3.每季更新之資料均保留於資料集中。",http://www.ntbna.gov.tw/etwmain/download?sid=153c6bac1ee00000787e8af901cb8453,CSV,UTF-8
28931,財政部北區國稅局所轄期貨商家數統計表,財政部北區國稅局,data.gov.tw/node/28931,依所轄(北區)期貨商稅籍資料統計年度總家數(自105年1月起)，俾瞭解各年度設立情形,http://www.ntbna.gov.tw/etwmain/download?sid=153c6ba8eec0000025288bd5a1152312,CSV,UTF-8
28932,財政部北區國稅局施政計畫,財政部北區國稅局,data.gov.tw/node/28932,本年度施政目標與重點、年度施政目標、年度關鍵績效指標、重要施政計畫,http://www.ntbna.gov.tw/etwmain/download?sid=153c1226e2b00000f978bc0a4812d224,ODT,UTF-8
28933,北區國稅局104年度為民服務意見調查報告書,財政部北區國稅局,data.gov.tw/node/28933,財政部北區國稅局104年度為民服務意見調查報告書,http://www.google.com/url?q=http%3A%2F%2Fwww.ntbna.gov.tw%2Fetwmain%2Fdownload%3Fsid%3D153c60fa55a00000ae937365dd045e14&sa=D&sntz=1&usg=AFQjCNHDxsxLRPgFU6pI3MwVix50kW89hQ,ODT,UTF-8
28934,財政部北區國稅局103年為民服務手冊及白皮書,財政部北區國稅局,data.gov.tw/node/28934,北區國稅局103年為民服務手冊及白皮書,http://www.google.com/url?q=http%3A%2F%2Fwww.ntbna.gov.tw%2Fetwmain%2Fdownload%3Fsid%3D153c60eafc800000361d2c3b9759c6c4&sa=D&sntz=1&usg=AFQjCNGLVLeTMSXKDbnHrFbenW-6MSM2RA,ODT,UTF-8
28935,財政部北區國稅局稅籍登記申請收件統計表,財政部北區國稅局,data.gov.tw/node/28935,"1.機關：各地區國稅局。
2.項目：含設立登記案件、變更登記案件、停業登記案件、復業登記案件、註銷登記案件及合計之數量(單位 ：件)。
3.統計日期：資料統計截止日期。",http://www.ntbna.gov.tw/etwmain/download?sid=153a1220280000000e9c39d3740ab2ab,ODT,UTF-8
28937,財政部北區國稅局納稅義務人申訴中心及申訴熱線電話設置暨管制作業要點,財政部北區國稅局,data.gov.tw/node/28937,納稅義務人申訴中心及申訴熱線電話設置暨管制作業要點,http://www.ntbna.gov.tw/etwmain/download?sid=153c10d9ccb00000f3da8599822ba427,ODT,UTF-8
28938,財政部北區國稅局處理人民陳情案件要點或作業規範,財政部北區國稅局,data.gov.tw/node/28938,財政部北區國稅局處理人民陳情案件要點,http://www.ntbna.gov.tw/etwmain/download?sid=143330a0da20000067212796ad7c19c7,ODT,UTF-8
28939,財政部北區國稅局貨物稅申報家數及稅額級距統計表,財政部北區國稅局,data.gov.tw/node/28939,提供年度貨物稅申報家數及稅額級距區分之統計資料，以利開發者了解資料集背景。,http://www.ntbna.gov.tw/etwmain/download?sid=153c53973f800000ce7207685b445474,ODT,UTF-8
28940,財政部北區國稅局各分局、稽徵所及服務處電子發票服務窗口一覽表,財政部北區國稅局,data.gov.tw/node/28940,單位、連絡電話、分機、服務人員,http://www.ntbna.gov.tw/etwmain/download?sid=153a12235490000018203223f3c5052c,ODT,UTF-8
28941,財政部北區國稅局預約免下車服務相關資訊,財政部北區國稅局,data.gov.tw/node/28941,申請項目、取件時應備文件、取件時間,http://www.ntbna.gov.tw/etwmain/download?sid=153c10e738000000a59184f1bf80d27b,其他,UTF-8
28954,財政部中區國稅局員額與素質,財政部中區國稅局,data.gov.tw/node/28954,"職員數、性別、學歷、任用資格。
",http://www.ntbca.gov.tw/etwmain/download?sid=1539d37155900000f39e2b97aff3fe24,ODT,UTF-8
28955,財政部中區國稅局首長簡歷,財政部中區國稅局,data.gov.tw/node/28955,首長之照片、學歷及經歷等欄位。,http://www.ntbca.gov.tw/etwmain/download?sid=1539d368d190000023cf6252e545dcc7,ODT,UTF-8
28980,財政部南區國稅局期貨商家數統計表,財政部南區國稅局,data.gov.tw/node/28980,欄位：國稅局、縣市、年度、家數、統計截止日期。,http://www.ntbsa.gov.tw/etwmain/download?sid=153833c116300000ba2da0b6dd0bc47c,ODS,UTF-8
28982,財政部南區國稅局證券商家數統計表,財政部南區國稅局,data.gov.tw/node/28982,"1.縣市別：列出各國稅局所轄縣市
2.家數：統計各縣市每季(累計)證券商設立家數
3.資料年月：資料統計截止日期",http://www.ntbsa.gov.tw/etwmain/download?sid=1538338c1f700000b23d6e94a2a45677,ODS,UTF-8
28985,財政部臺北國稅局施政計畫,財政部臺北國稅局,data.gov.tw/node/28985,本年度施政目標與重點、年度施政目標、年度關鍵績效指標、重要施政計畫,http://www.ntbt.gov.tw/etwmain/download?sid=1539d43cce900000c476c2efb62a2cb6,ODT,UTF-8
28990,財政部南區國稅局稅籍登記申請收件統計表,財政部南區國稅局,data.gov.tw/node/28990,"1.設立登記案件、變更登記案件、停業登記案件、復業登記案件、註銷登記案件。
2.統計各類登記案件年度件數。",http://www.ntbsa.gov.tw/etwmain/download?sid=153834e63c8000007a0d93890ecef9d0,ODT,UTF-8
28991,財政部南區國稅局最近5年度國家賠償事件處理情形統計表,財政部南區國稅局,data.gov.tw/node/28991,舊收案件件數、新收案件件數、拒絕賠償件數、已結案件件數、未結案件件數、賠償總金額、協議成立賠償件數、協議成立賠償金額、訴訟件數、判決確定賠償件數、判決確定賠償金額、依第2條賠償件數、依第3條賠償件數、行使求償權總件數、獲償總件數、獲償總金額、行政懲處（戒）件數、行政懲處（戒）人數,http://www.ntbsa.gov.tw/etwmain/download?sid=15397a68e4200000f1b0ec401cd3bfcd,ODS,UTF-8
29000,財政部南區國稅局處理人民陳情案件滿意度調查報告,財政部南區國稅局,data.gov.tw/node/29000,公布本局上年度處理人民陳情案件滿意度調查結果,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d60bd350000077d4dae9714b43f2,ODT,UTF-8
29001,財政部南區國稅局各分局、稽徵所電子發票服務窗口一覽表,財政部南區國稅局,data.gov.tw/node/29001,單位、連絡電話、分機、服務人員,http://www.ntbsa.gov.tw/etwmain/download?sid=1531b42718b00000a76f5e44ca498330,ODT,UTF-8
29002,財政部南區國稅局呼速得預約免下車服務申請項目及應備文件一覽表,財政部南區國稅局,data.gov.tw/node/29002,申請項目、取件時應備文件,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d4d0135000005d4449bece9ae7fe,ODT,UTF-8
29003,財政部南區國稅局復查決定書案例,財政部南區國稅局,data.gov.tw/node/29003,復查決定書之主文、事實及理由,http://www.ntbsa.gov.tw/etwmain/download?sid=153ab6166d400000b7799e39797e00b0,ODT,UTF-8
29004,財政部南區國稅局員額與素質相關統計資訊,財政部南區國稅局,data.gov.tw/node/29004,正式職員人數、男女人數、學歷統計、平均年齡、任用資格統計,http://www.ntbsa.gov.tw/etwmain/download?sid=153503b47fc00000b2692be0b6f02c58,ODT,UTF-8
29005,財政部南區國稅局提升服務品質執行計畫,財政部南區國稅局,data.gov.tw/node/29005,實施要項、執行策略、策略細項、具體作法、完成期限、執?單位,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d4328b300000b50941f922c66d6b,ODT,UTF-8
29006,財政部南區國稅局暨其分局、稽徵所之服務地點、聯絡方式及交通資訊一覽表,財政部南區國稅局,data.gov.tw/node/29006,機關名稱、服務地點、電話、傳真、電子信箱、交通資訊,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d3af86d000003b944c0075e1e235,ODT,UTF-8
29007,財政部南區國稅局暨其分局、稽徵所服務時間一覽表,財政部南區國稅局,data.gov.tw/node/29007,機關名稱、服務時間,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d3b53c600000860832e5251cd474,ODT,UTF-8
29008,財政部南區國稅局業務績效與榮譽一覽表,財政部南區國稅局,data.gov.tw/node/29008,年度、項目、主辦科室,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d39e0b400000c364ce10833b9b35,ODT,UTF-8
29009,財政部南區國稅局業務職掌,財政部南區國稅局,data.gov.tw/node/29009,包含科室、股(組)、業務內容、聯絡窗口、分機等欄位,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d2c585f000000ef2395c58b3661a,ODT,UTF-8
29010,財政部南區國稅局歷年支付或接受之補助,財政部南區國稅局,data.gov.tw/node/29010,機關名稱、年度、季別、支出事由、對象、本季金額、累計金額,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d2fcaae000003b377452ebf93e36,ODS,UTF-8
29011,財政部南區國稅局為民服務意見調查報告,財政部南區國稅局,data.gov.tw/node/29011,公布本局上年度為民服務滿意度調查結果,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d46d78f000001d7707d552b7bda0,ODT,UTF-8
29012,財政部南區國稅局為民服務白皮書(White Paper on Foreign Taxpayer Service),財政部南區國稅局,data.gov.tw/node/29012,讓民眾瞭解本局提供之服務項目、便民措施、創新服務及未來革新作法等相關資訊。,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d38c1cf00000350c19c63ca6decd,ODT,UTF-8
29013,財政部南區國稅局當年度重要施政計畫,財政部南區國稅局,data.gov.tw/node/29013,工作計畫名稱及編號、分支計畫及重要施政計畫項目、實施內容,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d378eae000001a86d0861febde06,ODT,UTF-8
29014,財政部南區國稅局組織架構,財政部南區國稅局,data.gov.tw/node/29014,總局各科室、四級機關及派出單位、課(股),http://www.ntbsa.gov.tw/etwmain/download?sid=1539d2bd412000007df4fe2acb34b7ef,ODS,UTF-8
29015,財政部南區國稅局組織沿革,財政部南區國稅局,data.gov.tw/node/29015,組織沿革以時間為主軸，依時敘述組織設立及調整經過。,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d2dcf0100000f144f7e042ce4bb1,ODT,UTF-8
29016,財政部南區國稅局處理人民陳情案件要點,財政部南區國稅局,data.gov.tw/node/29016,提供民眾本局處理人民陳情案件要點，俾利民眾瞭解該要點作業範圍及作業說明等規範，有效保障民眾權益,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d529066000005af7d38aefbed4bd,ODT,UTF-8
29017,財政部南區國稅局貨物稅申報家數及稅額級距件數統計表,財政部南區國稅局,data.gov.tw/node/29017,貨物稅申報級距、申報家數及稅額。,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d3f62e3000009b4b3ea4759c17d8,CSV,UTF-8
29018,財政部南區國稅局轄區內人口數、工商家數、各項申報統計,財政部南區國稅局,data.gov.tw/node/29018,機關名稱、人口數（設籍數）、戶數、總面積（平方公里）、轄區、使用發票工商單位家數（稅籍家數）、免用發票工商單位家數（稅籍家數）、綜所稅結算申報件數、扣免繳憑單及股利憑單申報件數、營利事業所得稅結算申報數、營利事業所得稅暫繳申報件數、統計截止日期,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d2e4be9000006b5b1193fd1d392c,CSV,UTF-8
29019,財政部南區國稅局首長與民有約活動作業規定,財政部南區國稅局,data.gov.tw/node/29019,提供民眾有關本局首長與民有約活動作業規定，俾利民眾瞭解該活動之實施方式及處理程序等規範，俾加強為民服務意見溝通，共創徵納和諧。,http://www.ntbsa.gov.tw/etwmain/download?sid=1539d50d541000004da8268d9adea8b0,ODT,UTF-8
29020,財政部南區國稅局保有個人資料檔案公開項目彙整表,財政部南區國稅局,data.gov.tw/node/29020,個人資料檔案名稱、保有依據、個人資料類別、保有單位、特定目的、聯絡方式,http://www.ntbsa.gov.tw/etwmain/download?sid=13ad44fff5800000e2650b313018bcbb,ODS,UTF-8
29060,財政部高雄國稅局施政計畫,財政部高雄國稅局,data.gov.tw/node/29060,施政目標（施政目標及重點、關鍵績效指標）、施政計畫（工作計畫名稱、重要計畫項目、實施內容）。,http://www.ntbk.gov.tw/etwmain/download?sid=153a601cf8d00000d925eb4264be7934,ODT,UTF-8
29069,財政部高雄國稅局保有個人資料檔案公開項目彙整表,財政部高雄國稅局,data.gov.tw/node/29069,項次、個人資料檔案名稱、保有單位、保有依據、特定目的、個人資料類別、聯絡方式。,http://www.ntbk.gov.tw/etwmain/download?sid=15398395b4900000f1322b58452211e3,ODS,UTF-8
29162,財政部臺北國稅局組織架構及業務職掌,財政部臺北國稅局,data.gov.tw/node/29162,組織架構、業務職掌,http://www.ntbt.gov.tw/etwmain/download?sid=153a23fc602000004a450e3f2f5ea750,ODT,UTF-8
29163,財政部臺北國稅局保有個人資料檔案公開項目彙整表,財政部臺北國稅局,data.gov.tw/node/29163,項目編號、個人資料檔案名稱、保有依據、特定目的、個人資料類別、保有單位。,http://www.ntbt.gov.tw/etwmain/download?sid=15396db64b80000082380b582517dda9,ODT,UTF-8
29164,財政部臺北國稅局資訊作業委外管理作業規範(節略版),財政部臺北國稅局,data.gov.tw/node/29164,"依據,目的,範圍,權責及作業規範。",http://www.ntbt.gov.tw/etwmain/download?sid=156c485dbed0000056ca1367378e5a4a,ODT,UTF-8
29196,常用問答(FAQ)-行政救濟,財政部臺北國稅局,data.gov.tw/node/29196,問題、解答,http://www.ntbt.gov.tw/etwmain/download?sid=153a1f6f35d00000cbc3abeca07e1e24,ODT,UTF-8
29198,財政部臺北國稅局復查決定書案例,財政部臺北國稅局,data.gov.tw/node/29198,復查決定書之主文、事實及理由,http://www.ntbt.gov.tw/etwmain/download?sid=153a71b08ad000005597c3bbd2d3d39e,壓縮檔,UTF-8
29199,財政部高雄國稅局業務績效與榮譽,財政部高雄國稅局,data.gov.tw/node/29199,年度、項目、主辦科室,http://www.ntbk.gov.tw/etwmain/download?sid=153a6136a6c00000ff6cec27e26e4064,ODT,UTF-8
29200,財政部高雄國稅局沿革,財政部高雄國稅局,data.gov.tw/node/29200,沿革說明。,http://www.ntbk.gov.tw/etwmain/download?sid=153a20bdd040000011faa6ca1fc2a9f2,ODT,UTF-8
29215,財政部高雄國稅局復查決定書案例,財政部高雄國稅局,data.gov.tw/node/29215,復查決定書之主文、事實及理由,http://www.ntbk.gov.tw/etwmain/download?sid=153a11279ea00000209ea1fdcf102a71,ODT,UTF-8
29218,財政部臺北國稅局機關沿革(含業務績效與榮譽),財政部臺北國稅局,data.gov.tw/node/29218,機關沿革、業務績效與榮譽,http://www.ntbt.gov.tw/etwmain/download?sid=153a729572c00000365411b4aa933d8b,ODT,UTF-8
29219,財政部臺北國稅局聯絡資訊,財政部臺北國稅局,data.gov.tw/node/29219,機關名稱、地址、服務電話、傳真號碼、語音留言專線及服務時間,http://www.ntbt.gov.tw/etwmain/download?sid=153a729f7eb000008d7be3971759fb5c,ODT,UTF-8
29220,財政部臺北國稅局轄區內人口數、工商家數及各項申報統計,財政部臺北國稅局,data.gov.tw/node/29220,機關名稱、人口數(設籍數)、戶數、總面積(平方公里)、轄區使用發票工商單位家數(稅籍家數)、免用發票工商單位家數(稅籍家數)、103年度綜所稅結算申報（件數）、103年度扣免繳憑單及股利憑單申報（件數）、103年度營利事業所得稅結算申報（件數）、104年度營利事業所得稅暫繳申報（件數）、統計截止日期,http://www.ntbt.gov.tw/etwmain/download?sid=153a23ee9fc000007433b99243620a1d,ODS,UTF-8
29221,財政部臺北國稅局首長簡介,財政部臺北國稅局,data.gov.tw/node/29221,學歷、經歷、理念,http://www.ntbt.gov.tw/etwmain/download?sid=153a728c6c60000034123f35cbde4f0d,ODT,UTF-8
29223,財政部高雄國稅局提升服務品質執行計畫,財政部高雄國稅局,data.gov.tw/node/29223,計畫依據、計畫目標、執?單位、執行策略及方法、中程服務計畫項目、管制考核、績效檢討、獎勵,http://www.ntbk.gov.tw/etwmain/download?sid=153a2c9d796000001585b08f4e5a03cb,ODT,UTF-8
29224,財政部高雄國稅局首長與民有約活動作業規定,財政部高雄國稅局,data.gov.tw/node/29224,首長與民有約之實施方式、承辦單位、辦理時效、處理程序附件,http://www.ntbk.gov.tw/etwmain/download?sid=1539d3ff22d00000fa325e42c1ef3858,ODT,UTF-8
29226,財政部高雄國稅局納稅人申訴中心及申訴熱線電話設置作業要點,財政部高雄國稅局,data.gov.tw/node/29226,申訴範圍、方式、作業組織及職責、作業程序、申訴中心之懇談室設置規範、申訴熱線電話及設置,http://www.ntbk.gov.tw/etwmain/download?sid=153a256c43100000cc82df2d70fc91b3,ODT,UTF-8
29227,財政部高雄國稅局為民服務意見調查報告,財政部高雄國稅局,data.gov.tw/node/29227,調查摘要、調查概述、調查結果分析、歷年比較分析、近三年滿意度分數比較分析、加值分析-重要性、績效模組 (IPA)分析、結論與建議,http://www.ntbk.gov.tw/etwmain/download?sid=1539d2798ed00000965ee16dbea776db,ODT,UTF-8
29229,財政部高雄國稅局免下車預約服務,財政部高雄國稅局,data.gov.tw/node/29229,預約查調服務項目、應檢附文件,http://www.ntbk.gov.tw/etwmain/download?sid=153a29948b9000006717105f79827794,ODT,UTF-8
29230,財政部高雄國稅局處理人民陳情案件作業要點,財政部高雄國稅局,data.gov.tw/node/29230,"作業目的及依據、作業單位、時間及範圍、作業程序
",http://www.ntbk.gov.tw/etwmain/download?sid=14a84b7ac530000024dfbab97543fb95,ODT,UTF-8
29238,財政部高雄國稅局員額與素質相關統計資訊,財政部高雄國稅局,data.gov.tw/node/29238,性別、學歷、任用資格、平均年齡。,http://www.ntbk.gov.tw/etwmain/download?sid=153a18dc8bc000005aa87b82b95008ad,壓縮檔,UTF-8
29239,財政部高雄國稅局組織架構,財政部高雄國稅局,data.gov.tw/node/29239,組織架構含局長、副局長、主任秘書、業務單位(10科)、輔助單位(5室)、派出單位(10個稽徵所)，及所屬四級機關(2個分局)。,http://www.ntbk.gov.tw/etwmain/download?sid=1539c755ce80000053073dad9c391476,ODT,UTF-8
29240,財政部高雄國稅局首長簡介,財政部高雄國稅局,data.gov.tw/node/29240,學歷、經歷、現職介紹。,http://www.ntbk.gov.tw/etwmain/download?sid=15518dcaed400000a3b2c105a0baa8b9,ODT,UTF-8
29246,臺銀綜合證券股份有限公司104年度自編決算,臺銀綜合證券股份有限公司,data.gov.tw/node/29246,臺銀綜合證券股份有限公司104年度自編決算（損益表、盈虧撥補表、現金流量表及資產負債表）,http://www.twfhcsec.com.tw/Documents/104年度自編決算.rar,XML,UTF-8
29247,財政部高雄國稅局人民陳情案件檢討分析報告,財政部高雄國稅局,data.gov.tw/node/29247,前言、人民陳情案件類別及管道統計、人民陳情案件處理滿意度分析、人民陳情案件處理結果檢討、建議及改進事項、結語,http://www.ntbk.gov.tw/etwmain/download?sid=1539d1a658200000e30bbee8e53d1cdd,ODT,UTF-8
29248,財政部高雄國稅局所屬各分局稽徵所聯絡方式及服務時間,財政部高雄國稅局,data.gov.tw/node/29248,單位名稱(服務轄區)、地址、服務電話、傳真號碼及服務時間。,http://www.ntbk.gov.tw/etwmain/download?sid=153aca036a200000d3b84c7163df6688,ODT,UTF-8
29762,財政部高雄國稅局服務轄區及業務範疇,財政部高雄國稅局,data.gov.tw/node/29762,服務轄區及總局各科室、各分局稽徵所業務範疇。,http://www.ntbk.gov.tw/etwmain/download?sid=153a2a7660c0000058bc20d78cfa5e96,ODT,UTF-8
